mp-19306,0.0001
mp-768684,0.0001
mp-21757,0.0005
mp-626536,0.0005
mp-20811,0.0007
mp-4320,0.001
mp-685257,0.0011
mp-849388,0.0014
mp-585418,0.0014
mp-25886,0.0016
mp-1008867,0.0017
mp-697794,0.0019
mp-756889,0.002
mp-767351,0.0021
mp-850220,0.0022
mp-3120,0.0025
mp-781010,0.0025
mp-758513,0.0026
mp-26286,0.0034
mp-754596,0.0037
mp-772867,0.0041
mp-559906,0.0042
mp-32018,0.0043
mp-541756,0.0057
mp-715558,0.0057
mp-772749,0.0061
mp-773817,0.007
mp-779465,0.0076
mp-773628,0.0084
mp-779712,0.0086
mp-685090,0.0091
mp-779654,0.0093
mp-744474,0.0096
mp-779435,0.0096
mp-19427,0.0102
mp-26074,0.0106
mp-15487,0.0108
mp-773174,0.0109
mp-756631,0.0112
mp-5323,0.0113
mp-558258,0.0114
mp-558768,0.0115
mp-697819,0.0121
mp-849399,0.0121
mp-631399,0.0128
mp-31554,0.013
mp-989632,0.0132
mp-20725,0.0132
mp-755315,0.0136
mp-510751,0.0138
mp-780183,0.0139
mp-8601,0.0139
mp-770843,0.0143
mp-7561,0.0144
mp-754338,0.0145
mp-29966,0.0146
mp-640926,0.017
mp-557625,0.0173
mp-768088,0.0175
mp-541474,0.018
mp-764501,0.0188
mp-675076,0.0195
mp-759968,0.0202
mp-755598,0.0204
mp-767791,0.0206
mp-28104,0.0207
mp-775434,0.021
mp-3315,0.0212
mp-772423,0.0221
mp-530850,0.0222
mp-554648,0.0223
mp-626855,0.0224
mp-862682,0.0225
mp-18952,0.0228
mp-1008807,0.0237
mp-1008866,0.0242
mp-780203,0.0248
mp-30390,0.0249
mp-19007,0.0256
mp-554440,0.026
mp-996980,0.027
mp-556433,0.027
mp-849937,0.0272
mp-764333,0.0278
mp-29352,0.0294
mp-768451,0.0295
mp-632656,0.0295
mp-1658,0.031
mp-850988,0.0311
mp-850999,0.0327
mp-753957,0.0327
mp-780740,0.0334
mp-687096,0.0337
mp-12894,0.0339
mp-308,0.0346
mp-996963,0.0349
mp-763319,0.0353
mp-997017,0.0361
mp-760595,0.0364
mp-758784,0.0365
mp-19227,0.0367
mp-569261,0.0379
mp-27402,0.0379
mp-773830,0.0383
mp-28447,0.0388
mp-619128,0.0396
mp-782656,0.0398
mp-862995,0.0421
mp-676765,0.0423
mp-763216,0.0426
mp-13675,0.0432
mp-34783,0.0437
mp-5402,0.0439
mp-756541,0.0459
mp-20991,0.0462
mp-18767,0.0471
mp-33658,0.0478
mp-762347,0.0486
mp-571314,0.0491
mp-541868,0.0515
mp-773167,0.0523
mp-21730,0.0533
mp-28865,0.0541
mp-540262,0.0556
mp-8952,0.0577
mp-5839,0.0583
mp-756054,0.0585
mp-554631,0.0587
mp-29677,0.0587
mp-353,0.0598
mp-753766,0.0615
mp-22414,0.0626
mp-32334,0.0634
mp-540856,0.0634
mp-756152,0.0635
mp-771826,0.0638
mp-773831,0.0641
mp-771141,0.0654
