mp-19306,0.0001
mp-1018059,0.0001
mp-768684,0.0001
mp-990448,0.0001
mp-997182,0.0001
mp-542644,0.0001
mp-754297,0.0001
mp-961698,0.0002
mp-763336,0.0002
mp-690564,0.0003
mp-573274,0.0003
mp-29656,0.0003
mp-21757,0.0005
mp-626536,0.0005
mp-774258,0.0006
mp-1007768,0.0006
mp-680388,0.0006
mp-606949,0.0006
mp-162,0.0007
mp-769047,0.0007
mp-20811,0.0007
mp-27740,0.0007
mp-561400,0.0008
mp-32791,0.0008
mp-761910,0.0008
mp-570205,0.0009
mp-18953,0.001
mp-4320,0.001
mp-554266,0.001
mp-780940,0.001
mp-685257,0.0011
mp-1619,0.0012
mp-849388,0.0014
mp-585418,0.0014
mp-758362,0.0014
mp-676645,0.0015
mp-1372,0.0015
mp-25886,0.0016
mp-556953,0.0016
mp-1008867,0.0017
mp-650513,0.0017
mp-23443,0.0018
mp-773162,0.0018
mp-697794,0.0019
mp-775192,0.0019
mp-756889,0.002
mp-6323,0.0021
mp-767351,0.0021
mp-606703,0.0021
mp-850220,0.0022
mp-773518,0.0022
mp-559701,0.0023
mp-652548,0.0023
mp-675954,0.0024
mp-8033,0.0025
mp-3120,0.0025
mp-781010,0.0025
mp-623088,0.0026
mp-758513,0.0026
mp-542996,0.0027
mp-769579,0.0028
mp-541070,0.0029
mp-675437,0.0029
mp-30317,0.0029
mp-782637,0.0029
mp-705031,0.0029
mp-18484,0.0031
mp-989585,0.0031
mp-771487,0.0032
mp-26286,0.0034
mp-568928,0.0035
mp-21119,0.0035
mp-776147,0.0037
mp-754596,0.0037
mp-1019735,0.0037
mp-27607,0.0037
mp-982384,0.0039
mp-9782,0.0039
mp-561242,0.004
mp-772867,0.0041
mp-559906,0.0042
mp-573891,0.0042
mp-32018,0.0043
mp-2682,0.0044
mp-743810,0.0044
mp-571472,0.0044
mp-570822,0.0045
mp-17265,0.0045
mp-752507,0.0046
mp-6078,0.0046
mp-12557,0.0046
mp-1759,0.0047
mp-505173,0.0049
mp-505094,0.0049
mp-555332,0.0049
mp-765665,0.0051
mp-4628,0.0052
mp-776640,0.0054
mp-769471,0.0055
mp-541756,0.0057
mp-10480,0.0057
mp-715558,0.0057
mp-5821,0.006
mp-698622,0.006
mp-9027,0.006
mp-772749,0.0061
mp-20250,0.0063
mp-27923,0.0065
mp-568329,0.0066
mp-556536,0.0068
mp-773817,0.007
mp-637614,0.007
mp-7378,0.007
mp-569850,0.007
mp-12515,0.007
mp-753090,0.0072
mp-779142,0.0072
mp-568836,0.0073
mp-562501,0.0074
mp-556927,0.0075
mp-779465,0.0076
mp-780850,0.0077
mp-697156,0.0078
mp-606617,0.0078
mp-677001,0.0082
mp-776008,0.0082
mp-773628,0.0084
mp-773180,0.0084
mp-779752,0.0085
mp-779712,0.0086
mp-569991,0.0086
mp-771907,0.0087
mp-780529,0.0088
mp-9344,0.0089
mp-5640,0.0089
mp-685090,0.0091
mp-779654,0.0093
mp-744474,0.0096
mp-779435,0.0096
mp-693892,0.0097
mp-649601,0.0097
mp-704950,0.0097
mp-558375,0.0097
mp-14090,0.0098
mp-780325,0.0099
mp-766453,0.01
mp-771217,0.01
mp-677474,0.01
mp-19427,0.0102
mp-757914,0.0102
mp-19213,0.0103
mp-776747,0.0103
mp-977355,0.0105
mp-26074,0.0106
mp-850962,0.0107
mp-1013910,0.0107
mp-15487,0.0108
mp-582011,0.0109
mp-773174,0.0109
mp-706227,0.0109
mp-11215,0.0109
mp-570850,0.0109
mp-756631,0.0112
mp-5323,0.0113
mp-558258,0.0114
mp-680698,0.0114
mp-558768,0.0115
mp-22027,0.0116
mp-22249,0.0117
mp-541202,0.0118
mp-776047,0.0118
mp-697819,0.0121
mp-849399,0.0121
mp-850939,0.0122
mp-863880,0.0122
mp-17465,0.0124
mp-553963,0.0128
mp-631399,0.0128
mp-760817,0.013
mp-31554,0.013
mp-989632,0.0132
mp-20725,0.0132
mp-779079,0.0132
mp-23278,0.0133
mp-23706,0.0134
mp-733653,0.0135
mp-12860,0.0136
mp-755315,0.0136
mp-690559,0.0136
mp-766449,0.0137
mp-20320,0.0138
mp-510370,0.0138
mp-510751,0.0138
mp-780183,0.0139
mp-8601,0.0139
mp-780327,0.0141
mp-770843,0.0143
mp-6997,0.0143
mp-7561,0.0144
mp-29387,0.0145
mp-754338,0.0145
mp-771220,0.0145
mp-29966,0.0146
mp-27848,0.0148
mp-21568,0.0148
mp-567646,0.015
mp-32314,0.015
mp-774346,0.0151
mp-7275,0.0154
mp-767719,0.0155
mp-1981,0.0155
mp-5473,0.0159
mp-867155,0.0162
mp-13459,0.0169
mp-640926,0.017
mp-776025,0.0172
mp-557625,0.0173
mp-768088,0.0175
mp-28746,0.0176
mp-541474,0.018
mp-1049,0.0181
mp-13961,0.0182
mp-757047,0.0184
mp-764501,0.0188
mp-574367,0.0189
mp-557562,0.0189
mp-998609,0.019
mp-771729,0.019
mp-23224,0.0193
mp-558110,0.0193
mp-758156,0.0194
mp-9206,0.0194
mp-675076,0.0195
mp-761633,0.0197
mp-686458,0.0201
mp-759968,0.0202
mp-755598,0.0204
mp-559405,0.0204
mp-10952,0.0205
mp-17985,0.0206
mp-767791,0.0206
mp-28104,0.0207
mp-76,0.0209
mp-775434,0.021
mp-1013917,0.0211
mp-3315,0.0212
mp-780399,0.0215
mp-568342,0.0215
mp-749,0.0215
mp-510463,0.0216
mp-558572,0.0218
mp-645953,0.0219
mp-985828,0.022
mp-772423,0.0221
mp-560425,0.0222
mp-530850,0.0222
mp-505786,0.0223
mp-554648,0.0223
mp-626855,0.0224
mp-778517,0.0224
mp-862682,0.0225
mp-18952,0.0228
mp-557853,0.0229
mp-13271,0.023
mp-570276,0.0231
mp-743569,0.0231
mp-775227,0.0233
mp-1008807,0.0237
mp-866605,0.0239
mp-765501,0.0239
mp-757996,0.024
mp-776748,0.024
mp-26767,0.024
mp-21490,0.0241
mp-752734,0.0241
mp-1008866,0.0242
mp-676168,0.0244
mp-775012,0.0245
mp-780330,0.0247
mp-780203,0.0248
mp-30390,0.0249
mp-31286,0.025
mp-17878,0.0252
mp-1013707,0.0255
mp-775145,0.0256
mp-19007,0.0256
mp-554603,0.0257
mp-580161,0.0258
mp-769274,0.026
mp-775219,0.026
mp-554440,0.026
mp-771397,0.0263
mp-3534,0.0265
mp-1013912,0.0265
mp-770576,0.0268
mp-758696,0.0269
mp-996980,0.027
mp-556433,0.027
mp-780149,0.0272
mp-849937,0.0272
mp-769490,0.0272
mp-505438,0.0273
mp-761710,0.0274
mp-680539,0.0275
mp-764333,0.0278
mp-23204,0.0279
mp-772422,0.028
mp-752606,0.0282
mp-962062,0.0282
mp-10133,0.0285
mp-568595,0.0285
mp-10333,0.0286
mp-26531,0.0286
mp-4701,0.0286
mp-22550,0.0286
mp-778503,0.0288
mp-29676,0.029
mp-698686,0.0293
mp-29352,0.0294
mp-504498,0.0295
mp-768451,0.0295
mp-632656,0.0295
mp-23232,0.0296
mp-504536,0.0296
mp-10478,0.0301
mp-3245,0.0305
mp-15275,0.0307
mp-6533,0.0307
mp-1658,0.031
mp-850988,0.0311
mp-775285,0.0314
mp-757673,0.0315
mp-3652,0.0315
mp-39888,0.0318
mp-772432,0.032
mp-1018019,0.0325
mp-850999,0.0327
mp-753957,0.0327
mp-767480,0.0327
mp-780740,0.0334
mp-34121,0.0334
mp-687096,0.0337
mp-12087,0.0338
mp-12894,0.0339
mp-753471,0.034
mp-776000,0.034
mp-29575,0.034
mp-31515,0.0344
mp-308,0.0346
mp-850952,0.0348
mp-1013533,0.0349
mp-996963,0.0349
mp-242,0.035
mp-540687,0.035
mp-554606,0.0352
mp-744025,0.0353
mp-763319,0.0353
mp-12264,0.0356
mp-1694,0.0356
mp-25257,0.0356
mp-752701,0.0357
mp-29579,0.0358
mp-997017,0.0361
mp-685069,0.0362
mp-30828,0.0363
mp-760595,0.0364
mp-758784,0.0365
mp-19227,0.0367
mp-790062,0.0368
mp-775959,0.037
mp-569940,0.037
mp-1001017,0.0371
mp-505686,0.0372
mp-567510,0.0374
mp-569261,0.0379
mp-27402,0.0379
mp-20411,0.038
mp-29938,0.0382
mp-685969,0.0383
mp-21246,0.0383
mp-773830,0.0383
mp-4798,0.0387
mp-777855,0.0388
mp-28447,0.0388
mp-3010,0.0389
mp-14629,0.039
mp-10963,0.039
mp-4194,0.0391
mp-3345,0.0392
mp-619128,0.0396
mp-775424,0.0398
mp-26223,0.0398
mp-782656,0.0398
mp-28489,0.0399
mp-632715,0.0401
mp-850402,0.0403
mp-608031,0.0403
mp-776173,0.0403
mp-9848,0.0405
mp-22889,0.0406
mp-10519,0.0407
mp-767516,0.0409
mp-776666,0.041
mp-770515,0.041
mp-760790,0.0412
mp-28591,0.0412
mp-708,0.0414
mp-13595,0.0415
mp-760165,0.0419
mp-557574,0.042
mp-862995,0.0421
mp-558794,0.0422
mp-676765,0.0423
mp-760304,0.0424
mp-616490,0.0424
mp-864908,0.0426
mp-763216,0.0426
mp-7352,0.0427
mp-1013709,0.0431
mp-13675,0.0432
mp-776021,0.0433
mp-22499,0.0433
mp-861904,0.0435
mp-7073,0.0437
mp-771854,0.0437
mp-34783,0.0437
mp-5402,0.0439
mp-771179,0.0439
mp-677105,0.044
mp-617632,0.0445
mp-866604,0.0445
mp-774976,0.0446
mp-775298,0.0449
mp-8406,0.045
mp-1013762,0.0452
mp-30875,0.0452
mp-7025,0.0458
mp-18804,0.0458
mp-756541,0.0459
mp-7420,0.0461
mp-20991,0.0462
mp-1018041,0.0462
mp-33683,0.0462
mp-27810,0.0464
mp-644875,0.0466
mp-769570,0.0471
mp-18767,0.0471
mp-19963,0.0473
mp-571416,0.0474
mp-5756,0.0475
mp-29199,0.0476
mp-556382,0.0476
mp-33658,0.0478
mp-976955,0.0478
mp-7433,0.0478
mp-770902,0.0479
mp-1013953,0.0481
mp-11170,0.0482
mp-775209,0.0484
mp-762347,0.0486
mp-690919,0.0486
mp-777498,0.0487
mp-3650,0.0487
mp-862687,0.0491
mp-571314,0.0491
mp-4697,0.0491
mp-23538,0.0492
mp-764733,0.0492
mp-504968,0.0493
mp-850947,0.0496
mp-17189,0.0498
mp-31483,0.0501
mp-3553,0.0504
mp-771710,0.0511
mp-862945,0.0512
mp-779820,0.0514
mp-541868,0.0515
mp-12024,0.0517
mp-28488,0.0519
mp-638374,0.052
mp-568338,0.052
mp-541201,0.0521
mp-779340,0.0521
mp-29824,0.0521
mp-773167,0.0523
mp-777019,0.0524
mp-496,0.0527
mp-13922,0.0528
mp-569535,0.0528
mp-14172,0.0528
mp-38200,0.0531
mp-555120,0.0532
mp-16564,0.0533
mp-21730,0.0533
mp-571336,0.0534
mp-29089,0.0534
mp-768361,0.0537
mp-2293,0.0538
mp-28865,0.0541
mp-26721,0.0542
mp-572778,0.0544
